filepath,testclass,testname,line number,assert string
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_route_decorator_custom_endpoint,321,"assert client.get(""/py/foo"").data == b""bp.foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_route_decorator_custom_endpoint,322,"assert client.get(""/py/bar"").data == b""bp.bar"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_route_decorator_custom_endpoint,323,"assert client.get(""/py/bar/123"").data == b""bp.123"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_route_decorator_custom_endpoint,324,"assert client.get(""/py/bar/foo"").data == b""bp.bar_foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_endpoint_decorator,358,"assert client.get(""/foo"").data == b""bar"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_endpoint_decorator,359,"assert client.get(""/bp_prefix/bar"").status_code == 404"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter,370,"assert ""my_reverse"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter,371,"assert app.jinja_env.filters[""my_reverse""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter,372,"assert app.jinja_env.filters[""my_reverse""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter,383,"assert ""my_reverse"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter,384,"assert app.jinja_env.filters[""my_reverse""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter,385,"assert app.jinja_env.filters[""my_reverse""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter_with_name,396,"assert ""strrev"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter_with_name,397,"assert app.jinja_env.filters[""strrev""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter_with_name,398,"assert app.jinja_env.filters[""strrev""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter_with_name,409,"assert ""strrev"" in app.jinja_env.filters.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter_with_name,410,"assert app.jinja_env.filters[""strrev""] == my_reverse"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter_with_name,411,"assert app.jinja_env.filters[""strrev""](""abcd"") == ""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter_with_template,428,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter_after_route_with_template,444,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter_with_template,461,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_filter_with_name_and_template,478,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_filter_with_name_and_template,495,"assert rv.data == b""dcba"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test,506,"assert ""is_boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test,507,"assert app.jinja_env.tests[""is_boolean""] == is_boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test,508,"assert app.jinja_env.tests[""is_boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test,519,"assert ""is_boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test,520,"assert app.jinja_env.tests[""is_boolean""] == is_boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test,521,"assert app.jinja_env.tests[""is_boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test_with_name,532,"assert ""boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test_with_name,533,"assert app.jinja_env.tests[""boolean""] == is_boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test_with_name,534,"assert app.jinja_env.tests[""boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test_with_name,545,"assert ""boolean"" in app.jinja_env.tests.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test_with_name,546,"assert app.jinja_env.tests[""boolean""] == is_boolean"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test_with_name,547,"assert app.jinja_env.tests[""boolean""](False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test_with_template,564,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test_after_route_with_template,580,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test_with_template,597,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_test_with_name_and_template,614,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_add_template_test_with_name_and_template,631,"assert b""Success!"" in rv.data"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_context_processing,668,"assert b""43"" in app_page_bytes"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_context_processing,669,"assert b""42"" not in app_page_bytes"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_context_processing,671,"assert b""42"" in answer_page_bytes"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_context_processing,672,"assert b""43"" in answer_page_bytes"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_global,683,"assert ""get_answer"" not in app.jinja_env.globals.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_global,687,"assert ""get_answer"" in app.jinja_env.globals.keys()"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_global,688,"assert app.jinja_env.globals[""get_answer""] is get_answer"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_global,689,"assert app.jinja_env.globals[""get_answer""]() == 42"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_template_global,693,"assert rv == ""42"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_request_processing,721,assert evts == []
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_request_processing,723,"assert rv.data == b""request|after"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_request_processing,724,"assert evts == [""before"", ""after"", ""teardown""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_app_request_processing,753,assert evts == []
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_app_request_processing,757,"assert resp == b""request|after"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_app_request_processing,758,"assert evts == [""before"", ""after"", ""teardown""]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_app_request_processing,762,"assert resp == b""request|after"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_app_request_processing,763,"assert evts == [""before"", ""after"", ""teardown""] * 2"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_app_url_processors,789,"assert client.get(""/de/"").data == b""/de/about"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_app_url_processors,790,"assert client.get(""/de/about"").data == b""/de/"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_blueprint,834,"assert client.get(""/parent/"").data == b""Parent yes"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_blueprint,835,"assert client.get(""/parent/child/"").data == b""Child yes"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_blueprint,836,"assert client.get(""/parent/child/grandchild/"").data == b""Grandchild yes"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_blueprint,837,"assert client.get(""/parent/no"").data == b""Parent no"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_blueprint,838,"assert client.get(""/parent/child/no"").data == b""Parent no"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_blueprint,839,"assert client.get(""/parent/child/grandchild/no"").data == b""Grandchild no"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_callback_order,916,assert (
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nested_callback_order,919,"assert client.get(""/b"").data == b""child"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nesting_url_prefixes,950,assert response.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_nesting_subdomains,969,assert response.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_child_and_parent_subdomain,988,assert response.status_code == 200
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_child_and_parent_subdomain,991,assert response.status_code == 404
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_renaming,1041,"assert client.get(""/a/"").data == b""bp.index"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_renaming,1042,"assert client.get(""/b/"").data == b""alt.index"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_renaming,1043,"assert client.get(""/a/a/"").data == b""bp.sub.index2"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_renaming,1044,"assert client.get(""/b/a/"").data == b""alt.sub.index2"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_renaming,1045,"assert client.get(""/a/error"").data == b""Error"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_blueprints.py,,test_blueprint_renaming,1046,"assert client.get(""/b/error"").data == b""Error"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_cli_name,45,assert testapp.cli.name == testapp.name
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,52,assert find_best_app(Module) == Module.app
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,57,assert find_best_app(Module) == Module.application
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,62,assert find_best_app(Module) == Module.myapp
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,70,"assert isinstance(app, Flask)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,71,"assert app.name == ""appname"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,79,"assert isinstance(app, Flask)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,80,"assert app.name == ""appname"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,88,"assert isinstance(app, Flask)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,89,"assert app.name == ""appname"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,98,assert find_best_app(Module) == Module.myapp
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_find_best_app,107,assert find_best_app(Module) == Module.myapp
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_prepare_import,176,assert prepare_import(value) == result
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_prepare_import,177,assert sys.path[0] == str(path)
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_locate_app,196,"assert locate_app(iname, aname).name == result"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_locate_app_suppress_raise,224,assert app is None
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_get_version,242,"assert f""Python {platform.python_version()}"" in out"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_get_version,243,"assert f""Flask {importlib.metadata.version('flask')}"" in out"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_get_version,244,"assert f""Werkzeug {importlib.metadata.version('werkzeug')}"" in out"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,250,"assert app.name == ""testapp"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,251,assert obj.load_app() is app
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,258,"assert app.name == ""testapp"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,259,assert obj.load_app() is app
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,262,"assert app.name == ""testapp"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,263,assert obj.load_app() is app
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,270,"assert app.name == ""createapp"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,271,assert obj.load_app() is app
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,280,"assert app.name == ""hello"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_scriptinfo,286,"assert app.name == ""testapp"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_app_cli_has_app_context,304,"assert result.return_value == (True, True)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_with_appcontext,316,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_with_appcontext,317,"assert result.output == ""testapp\n"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_appgroup_app_context,340,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_appgroup_app_context,341,"assert result.output == ""testappgroup\n"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_appgroup_app_context,344,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_appgroup_app_context,345,"assert result.output == ""testappgroup\n"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_flaskgroup_app_context,361,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_flaskgroup_app_context,362,"assert result.output == ""flaskgroup\n"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_flaskgroup_debug,381,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_flaskgroup_debug,382,"assert result.output == f""{not set_debug_flag}\n"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_flaskgroup_nested,395,"assert result.output == ""flask_test\n"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_no_command_echo_loading_error,408,assert result.exit_code == 2
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_no_command_echo_loading_error,409,"assert ""FLASK_APP"" in result.stderr"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_no_command_echo_loading_error,410,"assert ""Usage:"" in result.stderr"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_help_echo_loading_error,423,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_help_echo_loading_error,424,"assert ""FLASK_APP"" in result.stderr"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_help_echo_loading_error,425,"assert ""Usage:"" in result.stdout"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_help_echo_exception,441,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_help_echo_exception,442,"assert ""Exception: oh no"" in result.stderr"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_help_echo_exception,443,"assert ""Usage:"" in result.stdout"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_simple,471,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_sort,477,assert default_output == endpoint_output
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_all_methods,491,"assert ""GET, HEAD, OPTIONS, POST"" not in output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_all_methods,493,"assert ""GET, HEAD, OPTIONS, POST"" in output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_no_routes,499,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_no_routes,500,"assert ""No routes were registered."" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_subdomain,508,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_subdomain,509,"assert ""Subdomain"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_host,517,assert result.exit_code == 0
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,TestRoutes,test_host,518,"assert ""Host"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,543,assert load_dotenv()
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,544,assert Path.cwd() == test_path
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,546,"assert os.environ[""FOO""] == ""env"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,548,"assert os.environ[""BAR""] == ""bar"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,550,"assert os.environ[""SPAM""] == ""1"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,552,"assert os.environ[""EGGS""] == ""3"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,554,"assert os.environ[""HAM""] == ""火腿"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_load_dotenv,556,"assert not load_dotenv(""non-existent-file"", load_defaults=False)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_dotenv_path,565,assert Path.cwd() == cwd
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_dotenv_path,566,"assert ""FOO"" in os.environ"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_dotenv_optional,573,"assert ""FOO"" not in os.environ"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_disable_dotenv_from_env,581,"assert ""FOO"" not in os.environ"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_run_cert_path,595,"assert ctx.params[""cert""] == (__file__, __file__)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_run_cert_path,599,"assert ctx.params[""cert""] == (__file__, __file__)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_run_cert_adhoc,612,"assert ctx.params[""cert""] == ""adhoc"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_run_cert_import,634,"assert ctx.params[""cert""] is ssl_context"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_cli_blueprints,679,"assert ""custom_result"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_cli_blueprints,682,"assert ""nested_result"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_cli_blueprints,685,"assert ""merged_result"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_cli_blueprints,688,"assert ""late_result"" in result.output"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_cli_empty,697,"assert result.exit_code == 2, f""Unexpected success:\n\n{result.output}"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_cli.py,,test_run_exclude_patterns,702,"assert ctx.params[""exclude_patterns""] == [__file__]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,common_object_test,14,"assert app.secret_key == ""config"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,common_object_test,15,"assert app.config[""TEST_KEY""] == ""foo"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,common_object_test,16,"assert ""TestConfig"" not in app.config"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env,60,"assert app.config[""STRING""] == ""value"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env,61,"assert app.config[""BOOL""] is True"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env,62,"assert app.config[""INT""] == 1"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env,63,"assert app.config[""FLOAT""] == 1.2"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env,64,"assert app.config[""LIST""] == [1, 2]"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env,65,"assert app.config[""DICT""] == {""k"": ""v""}"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env,66,"assert ""OTHER"" not in app.config"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env_custom_prefix,76,"assert app.config[""A""] == ""b"""
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env_nested,90,"assert app.config[""EXIST""] == {"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env_nested,98,"assert app.config[""EXIST""] == {"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_from_prefixed_env_nested,107,"assert app.config[""NEW""] == {""K"": ""v""}"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_from_envvar,151,"assert ""'FOO_SETTINGS' is not set"" in str(e.value)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_from_envvar,152,"assert not app.config.from_envvar(""FOO_SETTINGS"", silent=True)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_from_envvar,157,"assert app.config.from_envvar(""FOO_SETTINGS"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_from_envvar_missing,167,assert msg.startswith(
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_from_envvar_missing,170,"assert msg.endswith(""missing.cfg'"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_from_envvar_missing,171,"assert not app.config.from_envvar(""FOO_SETTINGS"", silent=True)"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_missing,179,assert msg.startswith(
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_missing,182,"assert msg.endswith(""missing.cfg'"")"
C:\Users\Kaustubh\AppData\Local\Temp\tmpozani_61\tests\test_config.py,,test_config_missing,183,"assert not app.config.from_pyfile(""missing.cfg"", silent=True)"
